"unit","direct","na_item","sector","geo","time","values","item"
"CP_MEUR","RECV","D44","S14_S15","AT","2008",4802,"RECV_D44"
"CP_MEUR","RECV","D44","S14_S15","AT","2009",4730,"RECV_D44"
"CP_MEUR","RECV","D44","S14_S15","AT","2010",4329,"RECV_D44"
"CP_MEUR","RECV","D44","S14_S15","AT","2011",4302,"RECV_D44"
"CP_MEUR","RECV","D44","S14_S15","AT","2012",4120,"RECV_D44"
"CP_MEUR","RECV","D44","S14_S15","AT","2013",4283,"RECV_D44"
"CP_MEUR","RECV","D44","S14_S15","AT","2014",3664,"RECV_D44"
"CP_MEUR","RECV","D44","S14_S15","AT","2015",3913,"RECV_D44"
"CP_MEUR","RECV","D44","S14_S15","AT","2016",3444,"RECV_D44"
"CP_MEUR","RECV","D44","S14_S15","AT","2017",3265,"RECV_D44"
"CP_MEUR","RECV","D44","S14_S15","AT","2018",3505,"RECV_D44"
"CP_MEUR","RECV","D44","S14_S15","AT","2019",3368,"RECV_D44"
"CP_MEUR","RECV","D44","S14_S15","AT","2020",3123,"RECV_D44"
"CP_MEUR","RECV","D44","S14_S15","AT","2021",3978,"RECV_D44"
"CP_MEUR","RECV","D44","S14_S15","AT","2022",3868,"RECV_D44"
"CP_MEUR","RECV","D44","S14_S15","AT","2023",3328,"RECV_D44"
"CP_MEUR","RECV","D45","S14_S15","AT","1995",0,"RECV_D45"
"CP_MEUR","RECV","D45","S14_S15","AT","1996",0,"RECV_D45"
"CP_MEUR","RECV","D45","S14_S15","AT","1997",0,"RECV_D45"
"CP_MEUR","RECV","D45","S14_S15","AT","1998",0,"RECV_D45"
"CP_MEUR","RECV","D45","S14_S15","AT","1999",0,"RECV_D45"
"CP_MEUR","RECV","D45","S14_S15","AT","2000",0,"RECV_D45"
"CP_MEUR","RECV","D45","S14_S15","AT","2001",0,"RECV_D45"
"CP_MEUR","RECV","D45","S14_S15","AT","2002",0,"RECV_D45"
"CP_MEUR","RECV","D45","S14_S15","AT","2003",0,"RECV_D45"
"CP_MEUR","RECV","D45","S14_S15","AT","2004",0,"RECV_D45"
"CP_MEUR","RECV","D45","S14_S15","AT","2005",0,"RECV_D45"
"CP_MEUR","RECV","D45","S14_S15","AT","2006",0,"RECV_D45"
"CP_MEUR","RECV","D45","S14_S15","AT","2007",0,"RECV_D45"
"CP_MEUR","RECV","D45","S14_S15","AT","2008",0,"RECV_D45"
"CP_MEUR","RECV","D45","S14_S15","AT","2009",0,"RECV_D45"
"CP_MEUR","RECV","D45","S14_S15","AT","2010",0,"RECV_D45"
"CP_MEUR","RECV","D45","S14_S15","AT","2011",0,"RECV_D45"
"CP_MEUR","RECV","D45","S14_S15","AT","2012",0,"RECV_D45"
"CP_MEUR","RECV","D45","S14_S15","AT","2013",0,"RECV_D45"
"CP_MEUR","RECV","D45","S14_S15","AT","2014",0,"RECV_D45"
"CP_MEUR","RECV","D45","S14_S15","AT","2015",0,"RECV_D45"
"CP_MEUR","RECV","D45","S14_S15","AT","2016",0,"RECV_D45"
"CP_MEUR","RECV","D45","S14_S15","AT","2017",0,"RECV_D45"
"CP_MEUR","RECV","D45","S14_S15","AT","2018",0,"RECV_D45"
"CP_MEUR","RECV","D45","S14_S15","AT","2019",0,"RECV_D45"
"CP_MEUR","RECV","D45","S14_S15","AT","2020",0,"RECV_D45"
"CP_MEUR","RECV","D45","S14_S15","AT","2021",0,"RECV_D45"
"CP_MEUR","RECV","D45","S14_S15","AT","2022",0,"RECV_D45"
"CP_MEUR","RECV","D45","S14_S15","AT","2023",0,"RECV_D45"
"CP_MEUR","RECV","D61","S14_S15","AT","1995",0,"RECV_D61"
"CP_MEUR","RECV","D61","S14_S15","AT","1996",0,"RECV_D61"
"CP_MEUR","RECV","D61","S14_S15","AT","1997",0,"RECV_D61"
"CP_MEUR","RECV","D61","S14_S15","AT","1998",0,"RECV_D61"
"CP_MEUR","RECV","D61","S14_S15","AT","1999",0,"RECV_D61"
"CP_MEUR","RECV","D61","S14_S15","AT","2000",0,"RECV_D61"
"CP_MEUR","RECV","D61","S14_S15","AT","2001",0,"RECV_D61"
"CP_MEUR","RECV","D61","S14_S15","AT","2002",0,"RECV_D61"
"CP_MEUR","RECV","D61","S14_S15","AT","2003",0,"RECV_D61"
"CP_MEUR","RECV","D61","S14_S15","AT","2004",0,"RECV_D61"
"CP_MEUR","RECV","D61","S14_S15","AT","2005",0,"RECV_D61"
"CP_MEUR","RECV","D61","S14_S15","AT","2006",0,"RECV_D61"
"CP_MEUR","RECV","D61","S14_S15","AT","2007",0,"RECV_D61"
"CP_MEUR","RECV","D61","S14_S15","AT","2008",0,"RECV_D61"
"CP_MEUR","RECV","D61","S14_S15","AT","2009",0,"RECV_D61"
"CP_MEUR","RECV","D61","S14_S15","AT","2010",0,"RECV_D61"
"CP_MEUR","RECV","D61","S14_S15","AT","2011",0,"RECV_D61"
"CP_MEUR","RECV","D61","S14_S15","AT","2012",0,"RECV_D61"
"CP_MEUR","RECV","D61","S14_S15","AT","2013",0,"RECV_D61"
"CP_MEUR","RECV","D61","S14_S15","AT","2014",0,"RECV_D61"
"CP_MEUR","RECV","D61","S14_S15","AT","2015",0,"RECV_D61"
"CP_MEUR","RECV","D61","S14_S15","AT","2016",0,"RECV_D61"
"CP_MEUR","RECV","D61","S14_S15","AT","2017",0,"RECV_D61"
"CP_MEUR","RECV","D61","S14_S15","AT","2018",0,"RECV_D61"
"CP_MEUR","RECV","D61","S14_S15","AT","2019",0,"RECV_D61"
"CP_MEUR","RECV","D61","S14_S15","AT","2020",0,"RECV_D61"
"CP_MEUR","RECV","D61","S14_S15","AT","2021",0,"RECV_D61"
"CP_MEUR","RECV","D61","S14_S15","AT","2022",0,"RECV_D61"
"CP_MEUR","RECV","D61","S14_S15","AT","2023",0,"RECV_D61"
"CP_MEUR","RECV","D62","S14_S15","AT","1995",37542,"RECV_D62"
"CP_MEUR","RECV","D62","S14_S15","AT","1996",37919,"RECV_D62"
"CP_MEUR","RECV","D62","S14_S15","AT","1997",36903,"RECV_D62"
"CP_MEUR","RECV","D62","S14_S15","AT","1998",37525,"RECV_D62"
"CP_MEUR","RECV","D62","S14_S15","AT","1999",39338,"RECV_D62"
"CP_MEUR","RECV","D62","S14_S15","AT","2000",40839,"RECV_D62"
"CP_MEUR","RECV","D62","S14_S15","AT","2001",41783,"RECV_D62"
"CP_MEUR","RECV","D62","S14_S15","AT","2002",43499,"RECV_D62"
"CP_MEUR","RECV","D62","S14_S15","AT","2003",45168,"RECV_D62"
"CP_MEUR","RECV","D62","S14_S15","AT","2004",46460,"RECV_D62"
"CP_MEUR","RECV","D62","S14_S15","AT","2005",47759,"RECV_D62"
"CP_MEUR","RECV","D62","S14_S15","AT","2006",49485,"RECV_D62"
"CP_MEUR","RECV","D62","S14_S15","AT","2007",51017,"RECV_D62"
"CP_MEUR","RECV","D62","S14_S15","AT","2008",53457,"RECV_D62"
"CP_MEUR","RECV","D62","S14_S15","AT","2009",56725,"RECV_D62"
"CP_MEUR","RECV","D62","S14_S15","AT","2010",58698,"RECV_D62"
"CP_MEUR","RECV","D62","S14_S15","AT","2011",59474,"RECV_D62"
"CP_MEUR","RECV","D62","S14_S15","AT","2012",61645,"RECV_D62"
"CP_MEUR","RECV","D62","S14_S15","AT","2013",63859,"RECV_D62"
"CP_MEUR","RECV","D62","S14_S15","AT","2014",66035,"RECV_D62"
"CP_MEUR","RECV","D62","S14_S15","AT","2015",67806,"RECV_D62"
"CP_MEUR","RECV","D62","S14_S15","AT","2016",69629,"RECV_D62"
"CP_MEUR","RECV","D62","S14_S15","AT","2017",70402,"RECV_D62"
"CP_MEUR","RECV","D62","S14_S15","AT","2018",72070,"RECV_D62"
"CP_MEUR","RECV","D62","S14_S15","AT","2019",74220,"RECV_D62"
"CP_MEUR","RECV","D62","S14_S15","AT","2020",80691,"RECV_D62"
"CP_MEUR","RECV","D62","S14_S15","AT","2021",82318,"RECV_D62"
"CP_MEUR","RECV","D62","S14_S15","AT","2022",85072,"RECV_D62"
"CP_MEUR","RECV","D62","S14_S15","AT","2023",90970,"RECV_D62"
"CP_MEUR","RECV","D7","S14_S15","AT","1995",6321,"RECV_D7"
"CP_MEUR","RECV","D7","S14_S15","AT","1996",6735,"RECV_D7"
"CP_MEUR","RECV","D7","S14_S15","AT","1997",6295,"RECV_D7"
"CP_MEUR","RECV","D7","S14_S15","AT","1998",6168,"RECV_D7"
"CP_MEUR","RECV","D7","S14_S15","AT","1999",6459,"RECV_D7"
"CP_MEUR","RECV","D7","S14_S15","AT","2000",6813,"RECV_D7"
"CP_MEUR","RECV","D7","S14_S15","AT","2001",8412,"RECV_D7"
"CP_MEUR","RECV","D7","S14_S15","AT","2002",8445,"RECV_D7"
"CP_MEUR","RECV","D7","S14_S15","AT","2003",8686,"RECV_D7"
"CP_MEUR","RECV","D7","S14_S15","AT","2004",8206,"RECV_D7"
"CP_MEUR","RECV","D7","S14_S15","AT","2005",8843,"RECV_D7"
"CP_MEUR","RECV","D7","S14_S15","AT","2006",9517,"RECV_D7"
"CP_MEUR","RECV","D7","S14_S15","AT","2007",9278,"RECV_D7"
"CP_MEUR","RECV","D7","S14_S15","AT","2008",9741,"RECV_D7"
"CP_MEUR","RECV","D7","S14_S15","AT","2009",9826,"RECV_D7"
"CP_MEUR","RECV","D7","S14_S15","AT","2010",9880,"RECV_D7"
"CP_MEUR","RECV","D7","S14_S15","AT","2011",9981,"RECV_D7"
"CP_MEUR","RECV","D7","S14_S15","AT","2012",10694,"RECV_D7"
"CP_MEUR","RECV","D7","S14_S15","AT","2013",10686,"RECV_D7"
"CP_MEUR","RECV","D7","S14_S15","AT","2014",11839,"RECV_D7"
"CP_MEUR","RECV","D7","S14_S15","AT","2015",11999,"RECV_D7"
"CP_MEUR","RECV","D7","S14_S15","AT","2016",12068,"RECV_D7"
"CP_MEUR","RECV","D7","S14_S15","AT","2017",13524,"RECV_D7"
"CP_MEUR","RECV","D7","S14_S15","AT","2018",13703,"RECV_D7"
"CP_MEUR","RECV","D7","S14_S15","AT","2019",13875,"RECV_D7"
"CP_MEUR","RECV","D7","S14_S15","AT","2020",14940,"RECV_D7"
"CP_MEUR","RECV","D7","S14_S15","AT","2021",17172,"RECV_D7"
"CP_MEUR","RECV","D7","S14_S15","AT","2022",21958,"RECV_D7"
"CP_MEUR","RECV","D7","S14_S15","AT","2023",20597,"RECV_D7"
"CP_MEUR","RECV","D8","S14_S15","AT","1995",566,"RECV_D8"
"CP_MEUR","RECV","D8","S14_S15","AT","1996",542,"RECV_D8"
"CP_MEUR","RECV","D8","S14_S15","AT","1997",581,"RECV_D8"
"CP_MEUR","RECV","D8","S14_S15","AT","1998",668,"RECV_D8"
"CP_MEUR","RECV","D8","S14_S15","AT","1999",707,"RECV_D8"
"CP_MEUR","RECV","D8","S14_S15","AT","2000",826,"RECV_D8"
"CP_MEUR","RECV","D8","S14_S15","AT","2001",990,"RECV_D8"
"CP_MEUR","RECV","D8","S14_S15","AT","2002",1048,"RECV_D8"
"CP_MEUR","RECV","D8","S14_S15","AT","2003",1116,"RECV_D8"
"CP_MEUR","RECV","D8","S14_S15","AT","2004",1431,"RECV_D8"
"CP_MEUR","RECV","D8","S14_S15","AT","2005",1338,"RECV_D8"
"CP_MEUR","RECV","D8","S14_S15","AT","2006",1518,"RECV_D8"
"CP_MEUR","RECV","D8","S14_S15","AT","2007",1300,"RECV_D8"
"CP_MEUR","RECV","D8","S14_S15","AT","2008",1790,"RECV_D8"
"CP_MEUR","RECV","D8","S14_S15","AT","2009",1440,"RECV_D8"
"CP_MEUR","RECV","D8","S14_S15","AT","2010",1296,"RECV_D8"
"CP_MEUR","RECV","D8","S14_S15","AT","2011",1492,"RECV_D8"
"CP_MEUR","RECV","D8","S14_S15","AT","2012",1381,"RECV_D8"
"CP_MEUR","RECV","D8","S14_S15","AT","2013",1348,"RECV_D8"
"CP_MEUR","RECV","D8","S14_S15","AT","2014",826,"RECV_D8"
"CP_MEUR","RECV","D8","S14_S15","AT","2015",1027,"RECV_D8"
"CP_MEUR","RECV","D8","S14_S15","AT","2016",1111,"RECV_D8"
"CP_MEUR","RECV","D8","S14_S15","AT","2017",981,"RECV_D8"
"CP_MEUR","RECV","D8","S14_S15","AT","2018",1273,"RECV_D8"
"CP_MEUR","RECV","D8","S14_S15","AT","2019",1146,"RECV_D8"
"CP_MEUR","RECV","D8","S14_S15","AT","2020",946,"RECV_D8"
"CP_MEUR","RECV","D8","S14_S15","AT","2021",1046,"RECV_D8"
"CP_MEUR","RECV","D8","S14_S15","AT","2022",1656,"RECV_D8"
"CP_MEUR","RECV","D8","S14_S15","AT","2023",1688,"RECV_D8"
"CP_MEUR","RECV","D9","S14_S15","AT","1995",913,"RECV_D9"
"CP_MEUR","RECV","D9","S14_S15","AT","1996",1037,"RECV_D9"
"CP_MEUR","RECV","D9","S14_S15","AT","1997",1200,"RECV_D9"
"CP_MEUR","RECV","D9","S14_S15","AT","1998",1202,"RECV_D9"
"CP_MEUR","RECV","D9","S14_S15","AT","1999",1247,"RECV_D9"
"CP_MEUR","RECV","D9","S14_S15","AT","2000",1644,"RECV_D9"
"CP_MEUR","RECV","D9","S14_S15","AT","2001",1188,"RECV_D9"
"CP_MEUR","RECV","D9","S14_S15","AT","2002",1929,"RECV_D9"
"CP_MEUR","RECV","D9","S14_S15","AT","2003",1187,"RECV_D9"
"CP_MEUR","RECV","D9","S14_S15","AT","2004",1049,"RECV_D9"
"CP_MEUR","RECV","D9","S14_S15","AT","2005",1154,"RECV_D9"
"CP_MEUR","RECV","D9","S14_S15","AT","2006",795,"RECV_D9"
"CP_MEUR","RECV","D9","S14_S15","AT","2007",1287,"RECV_D9"
"CP_MEUR","RECV","D9","S14_S15","AT","2008",1593,"RECV_D9"
"CP_MEUR","RECV","D9","S14_S15","AT","2009",1304,"RECV_D9"
"CP_MEUR","RECV","D9","S14_S15","AT","2010",1113,"RECV_D9"
"CP_MEUR","RECV","D9","S14_S15","AT","2011",1227,"RECV_D9"
"CP_MEUR","RECV","D9","S14_S15","AT","2012",806,"RECV_D9"
"CP_MEUR","RECV","D9","S14_S15","AT","2013",803,"RECV_D9"
"CP_MEUR","RECV","D9","S14_S15","AT","2014",862,"RECV_D9"
"CP_MEUR","RECV","D9","S14_S15","AT","2015",1042,"RECV_D9"
"CP_MEUR","RECV","D9","S14_S15","AT","2016",721,"RECV_D9"
"CP_MEUR","RECV","D9","S14_S15","AT","2017",834,"RECV_D9"
"CP_MEUR","RECV","D9","S14_S15","AT","2018",802,"RECV_D9"
"CP_MEUR","RECV","D9","S14_S15","AT","2019",862,"RECV_D9"
"CP_MEUR","RECV","D9","S14_S15","AT","2020",905,"RECV_D9"
"CP_MEUR","RECV","D9","S14_S15","AT","2021",1420,"RECV_D9"
"CP_MEUR","RECV","D9","S14_S15","AT","2022",1731,"RECV_D9"
"CP_MEUR","RECV","D9","S14_S15","AT","2023",2142,"RECV_D9"
