"unit","nace_r2","na_item","geo","time","values"
"CLV15_MEUR","T","B1G","AT","2004",206.7
"CLV15_MEUR","T","B1G","AT","2005",196.4
"CLV15_MEUR","T","B1G","AT","2006",187.9
"CLV15_MEUR","T","B1G","AT","2007",183.1
"CLV15_MEUR","T","B1G","AT","2008",176.7
"CLV15_MEUR","T","B1G","AT","2009",179.5
"CLV15_MEUR","T","B1G","AT","2010",172.8
"CLV15_MEUR","T","B1G","AT","2011",165.1
"CLV15_MEUR","T","B1G","AT","2012",156.2
"CLV15_MEUR","T","B1G","AT","2013",148.5
"CLV15_MEUR","T","B1G","AT","2014",143.9
"CLV15_MEUR","T","B1G","AT","2015",133.8
"CLV15_MEUR","T","B1G","AT","2016",140.8
"CLV15_MEUR","T","B1G","AT","2017",138.3
"CLV15_MEUR","T","B1G","AT","2018",131.5
"CLV15_MEUR","T","B1G","AT","2019",124.5
"CLV15_MEUR","T","B1G","AT","2020",122.2
"CLV15_MEUR","T","B1G","AT","2021",117
"CLV15_MEUR","T","B1G","AT","2022",114.8
"CLV15_MEUR","T","B1G","AT","2023",106.4
"CLV15_MEUR","T","B1G","AT","2024",101.7
